Place,Date_start,Date_end,Type_of_Exchange,Currency_From,Amount_From,Currency_To,Amount_To,Notes,Source
Fribourg,1454.03,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",33.33,205,354
Fribourg,1454.07,1454.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",32.33,205,354
Fribourg,1454.07,1454.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",32.21,205,354
Fribourg,1455.01,1455.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",33.33,205,354
Fribourg,1455.07,1455.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",33.33,205,354
Fribourg,1456.01,1456.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",33.33,205,354
Fribourg,1456.01,1456.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",34.21,205,354
Fribourg,1456.07,1456.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",33.33,205,354
Fribourg,1457.07,1457.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",33.83,205,354
"Basle, Strassbourg, Cologne",1457.07,1457.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1457.07,1457.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",33.33,205,354
Fribourg,1457.11,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",33.33,205,354
Fribourg,1458.01,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1458.01,1458.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",34.17,205,354
Fribourg,1458.01,1458.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",33.67,205,354
Fribourg,1458.07,1458.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1458.07,1458.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",34,205,354
Fribourg,1459.01,1459.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1459.07,1459.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1460.01,1460.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1460.07,1460.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1461.01,1461.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1461.07,1461.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1462.01,1462.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1462.07,1462.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1463.01,1463.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1463.07,1463.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1464.01,1464.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1464.07,1464.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1465.01,1465.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1465.07,1465.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1466.01,1466.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1466.07,1466.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1467.01,1467.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1467.07,1467.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1468.01,1468.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1468.07,1468.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1469.01,1469.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1469.07,1469.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1470.01,1470.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1470.01,1470.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35.83,205,354
Fribourg,1470.07,1470.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1470.07,1470.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35.42,205,354
Fribourg,1470.07,1470.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35.83,205,354
Fribourg,1471.01,1471.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35.83,205,354
Fribourg,1471.02,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1471.04,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1471.07,1471.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1471.08,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1471.12,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35.83,205,354
Fribourg,1472.01,1472.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1472.07,1472.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1472.07,1472.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",34.5,205,354
Fribourg,1473.01,1473.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35.42,205,354
Fribourg,1473.01,1473.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1473.07,1473.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35,205,354
Fribourg,1473.08,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",35.83,205,354
Fribourg,1473.09,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",36.08,205,354
Fribourg,1474.02.03,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",36.67,205,354
Fribourg,1474.07,1474.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",37.5,205,354
Fribourg,1475.01,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",38.5,205,354
Fribourg,1475.02,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",37.5,205,354
Fribourg,1475.07,1475.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.58,205,354
Fribourg,1475.07,1475.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",39.17,205,354
Fribourg,1475.07,1475.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",40,205,354
Fribourg,1476.01,1476.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",40,205,354
Fribourg,1476.07,1476.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",40,205,354
Fribourg,1477.01,1477.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",40,205,354
Fribourg,1477.07,1477.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",40,205,354
Fribourg,1478.01,1478.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",40,205,354
Fribourg,1478.05.26,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.67,205,354
Fribourg,1478.07,1478.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.67,205,354
Fribourg,1479.01,1479.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.67,205,354
Fribourg,1479.07,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.67,205,354
Fribourg,1479.08,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",42.08,205,354
Fribourg,1480,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",29,205,354
Fribourg,1480.01,1480.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.67,205,354
Fribourg,1480.07,1480.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.67,205,354
Fribourg,1480.07,1480.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",40,205,354
Fribourg,1481.01,1481.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.67,205,354
Fribourg,1481.04,,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",40,205,354
Fribourg,1481.07,1481.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.67,205,354
Fribourg,1482.01,1482.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",40,205,352
Fribourg,1482.07,1482.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",40,205,352
Fribourg,1482.07,1482.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.67,205,352
Fribourg,1483.01,1483.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.67,205,352
Fribourg,1484.01,1484.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.67,205,352
Fribourg,1484.01,1484.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",41.83,205,352
Fribourg,1484.07,1484.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",43.33,205,352
Fribourg,1485.01,1485.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",43.33,205,352
Fribourg,1485.07,1485.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",45,205,352
Fribourg,1486.07,1486.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",46.67,205,352
Fribourg,1487.07,1487.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",46.67,205,352
Fribourg,1488.01,1488.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",46.67,205,352
Fribourg,1488.07,1488.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",40,205,352
Fribourg,1488.07,1488.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",47.5,205,352
Fribourg,1489.01,1489.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",47.5,205,352
Fribourg,1489.07,1489.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",47.5,205,352
Fribourg,1490.01,1490.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",43.33,205,352
Fribourg,1490.01,1490.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",47.5,205,352
Fribourg,1490.07,1490.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",43.33,205,352
Fribourg,1491.01,1491.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1491.01,1491.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",47.5,205,352
Fribourg,1491.07,1491.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",47.5,205,352
Fribourg,1491.07,1491.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1492.07,1492.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1493.01,1493.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",58.67,205,352
Fribourg,1493.07,1493.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.67,205,352
Fribourg,1494.01,1494.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1495.01,1495.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1495.01,1495.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",47.58,205,352
Fribourg,1495.07,1495.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1495.07,1495.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.83,205,352
Fribourg,1496.01,1496.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1497.01,1497.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",49,205,352
Fribourg,1497.01,1497.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1497.07,1497.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1498.01,1498.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",51.08,205,352
Fribourg,1498.07,1498.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1499.01,1499.06,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1499.07,1499.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Fribourg,1500.01,1500.12,Accounting,"Rhineland, rheingulden of",1,"Fribourg, lausannois petit, sol of",48.33,205,352
Barcelona,1472,1473,Commercial,"Rhineland, rheingulden of",1,"Barcelona, sueldo of",12.5,205,450
Barcelona,1474,,Commercial,"Rhineland, rheingulden of",1,"Barcelona, sueldo of",18.67,205,450
Barcelona,1477,,Commercial,"Rhineland, rheingulden of",1,"Barcelona, sueldo of",16,205,450
Barcelona,1478,,Commercial,"Rhineland, rheingulden of",1,"Barcelona, sueldo of",18,205,450
Barcelona,1479,,Commercial,"Rhineland, rheingulden of",1,"Barcelona, sueldo of",12.5,205,450
Barcelona,1480,,Commercial,"Rhineland, rheingulden of",1,"Barcelona, sueldo of",11.58,205,450
Barcelona,1480,,Commercial,"Rhineland, rheingulden of",1,"Barcelona, sueldo of",12.75,205,450
England,1500,,Recalculated,"Rhineland, rheingulden of",1,"England, shilling sterling of",3.33,205,399
Bruges,1400,,Accounting,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,295
Bruges,1404.09,1404.09,Accounting,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,295
Bruges,1409.05.12,1409.09.06,Accounting,"Rhineland, rheingulden of",1,"Flanders, groot of",31,213,295
Bruges,1409.07.03,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,370
Bruges,1409.10,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",32,213,370
Bruges,1410,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",34,213,370
Bruges,1410,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",32.67,213,370
Bruges,1410.04,1410.05,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,370
Bruges,1410.04.25,,Accounting,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,295
Bruges,1410.06.05,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,370
Bruges,1410.08,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",32.5,213,370
Cologne,1410.08.14,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",32.5,213,370
Bruges,1410.08.14,1411,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,370
Cologne,1410.10.27,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,370
Bruges,1411.03.04,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",33.33,213,370
Bruges,1411.03.07,,Accounting,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,295
Bruges,1411.05.24,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,370
Bruges,1411.06.19,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",32,213,370
Bruges,1417.02.20,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",36,213,370
Bruges,1417.12.22,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",35.33,213,370
Burgundy,1419,,Official,"Rhineland, rheingulden of",1,"Flanders, groot of",32,213,349
Bruges,1420.03.02,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,370
Bruges,1420.06.16,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",32,213,370
Bruges,1420.06.24,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",31.67,213,370
Bruges,1420.06.24,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",32.33,213,370
Bruges,1420.08.23,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",33.33,213,370
Bruges,1420.11.18,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",33,213,370
Li?ge,1466.09,,Official,"Rhineland, rheingulden of",1,"Flanders, groot of",41,213,58
Low Countries,1467.10,,Accounting,"Rhineland, rheingulden of",1,"Flanders, groot of",44,213,7
Low Countries,1467.12,,Accounting,"Rhineland, rheingulden of",1,"Flanders, groot of",43,213,7
Low Countries,1467.12,,Accounting,"Rhineland, rheingulden of",1,"Flanders, groot of",42,213,7
Low Countries,1474.10.27,,Official,"Rhineland, rheingulden of",1,"Flanders, groot of",46,213,495
Low Countries,1479.06,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",52,213,496
Low Countries,1480.06,1480.08,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",52,213,496
Low Countries,1481.06,1481.07,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",52,213,496
Low Countries,1482.03,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",54,213,496
Low Countries,1482.04,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",54,213,496
Low Countries,1482.10,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",58,213,496
Low Countries,1485.12,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",56,213,496
Antwerp (uncertain),1493.11,,Accounting,"Rhineland, rheingulden of",1,"Flanders, groot of",54,213,255
Antwerp (uncertain),1494.06,,Accounting,"Rhineland, rheingulden of",1,"Flanders, groot of",54,213,255
Antwerp (uncertain),1495,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",56,213,255
Antwerp (uncertain),1495.11,,Commercial,"Rhineland, rheingulden of",1,"Flanders, groot of",54,213,255
Middleburg,1497,,Accounting,"Rhineland, rheingulden of",1,"Flanders, groot of",54,213,255
