year,Argentina,Australia,Austria,Belgium,Brazil,Canada,Chile,China,Colombia,Denmark,Finland,France,Germany,Greece,Hong Kong,India,Indonesia,Ireland,Israel,Italy,Japan,Korea,Malaysia,Mexico,Netherlands,New Zealand,Norway,Peru,Philippines,Portugal,Singapore,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,United Kingdom,Venezuela
1954,0.0,0.00223964,0.0,0.00170132,0.34967333,-0.01124181,0.25910893,,0.0,0.00068098,,0.0,0.0,,,0.00210305,,0.00140548,0.58888727,0.0,,,-0.00143519,0.24874455,-0.00152889,0.0013914,0.00053244,-0.04577811,0.0,-0.00037336,,0.00139997,,,-0.00050253,-0.00023319,,,0.00140548,0.13524653
1955,0.94866513,0.00668899,0.0,0.00350943,0.15180509,0.01327227,0.56580624,,0.0,0.00011586,,0.0,0.00309414,,,0.00628274,,0.00643989,0.0,0.0,,,0.00052213,0.12275897,0.00570821,0.00609927,0.0,0.0,0.0,0.0,,0.0061367,,,0.0,-0.00037322,,,0.00643989,-0.12809364
1956,0.03671384,-0.0022247,0.0,-0.00625977,-0.01418455,-0.00203046,0.72951593,,0.0,0.0,,0.00035123,-0.00095102,,,-0.00208986,,-0.00167598,0.0,0.0,,,0.00130412,0.0,0.00447533,-0.00138293,0.0,0.0,0.0,0.0,,-0.00166991,,,0.0,-0.00016333,,,-0.00167598,0.00432901
1957,-0.0120888,0.0,0.00106039,0.00621001,0.08223896,-0.02573482,0.43927882,,0.4140602,0.0,,0.18365158,-0.00047585,,,0.0,,0.00083834,0.0,0.0,0.0,,0.00169282,0.0,-0.00219591,0.00082999,0.0,0.0,0.0,0.0,,0.00083531,,,9.666e-05,0.00018666,,,0.00083834,0.03307842
1958,0.63757733,-0.00446429,8.093e-05,-0.0069093,0.52907636,0.01243539,0.30133533,,0.52195503,0.0,,0.00084313,-0.00214413,,,-0.00629593,,-0.00588319,0.0,-0.00062419,0.0,,-0.00737818,0.0,-0.00943961,-0.00582445,-1.401e-05,0.22776444,0.0,0.0,,-0.00586185,,,0.00013531,9.332e-05,,,-0.00588319,0.0
1959,0.1325409,0.0,-0.00215262,0.00159823,0.15746687,-0.01243539,0.29275472,,0.0,-0.00178291,,0.15260707,-0.00310522,,,0.0,,0.00028094,0.0,-0.00560637,0.00036121,,-0.00272341,0.0,-0.00277782,0.00027813,-0.00138777,0.15642327,0.0,-0.00191785,,0.00055975,0.14583303,,0.00025124,0.00801594,,,0.00028094,0.0
1960,0.03647828,0.0,0.00410064,-0.00204532,0.21383349,0.011405,-6.80261294,,0.03606068,0.00020309,,-4.60553098,-0.00215543,,,0.00420169,,0.00056164,0.0,0.0,0.0,,0.00121497,0.0,-0.00076857,0.00027805,0.00068712,-0.02176929,0.00747201,0.00085632,,0.00027976,0.21276248,,-0.00129552,-0.00043979,,,0.00028086,0.0
1961,-0.00041268,0.00223464,-0.00051936,4.813e-05,0.36731273,0.04337543,0.00104807,,0.00974886,0.0015943,,0.00020385,-0.03786943,,,0.0,,0.00196326,0.0,0.0,0.003245,,0.0048125,0.0,-0.03856766,0.00194418,0.00128882,-0.01783257,0.00247832,0.00080323,,0.69510331,-0.00048087,,-0.00021286,4.63e-05,,,0.00224404,0.0
1962,0.33845203,-0.00223464,-0.0052897,-0.00204137,0.36258113,0.05380741,0.00711679,,0.02958778,-0.00055047,,-0.00101968,-0.00449215,,,-0.00209864,,-0.00196326,0.47692407,-0.00043479,-0.00077562,,-0.00297644,0.0,-0.00724561,-0.00194418,-0.00071425,0.00012305,0.61277439,-0.00220169,,-0.002096,-0.00066095,,-0.00228625,0.00115687,,,-0.00224404,0.0
1963,0.17688211,0.00223464,-0.00012767,0.00204137,0.39336563,0.00931105,0.42753445,,0.26552927,0.00042012,,0.0,-0.00275517,,,0.00209864,,0.00252348,0.03390155,0.00124269,0.00174431,,0.00284579,0.0,-0.00052749,0.00277624,0.00163782,0.0,0.04766548,0.00271821,,0.00279369,-0.00059972,,0.00647702,-0.00064768,,,0.00280426,0.0
1964,0.01200262,0.00222966,-0.00020895,-0.0023408,0.77892501,0.0,0.35258471,,0.0,0.00164981,,0.0,-0.00301432,,,0.00209424,,0.00307564,0.0,0.00454869,0.00138221,,0.00300056,0.0,0.00166482,0.00276855,0.00107642,0.0,0.0,0.00260993,,0.002925,5.999e-05,,-0.00735027,-0.00055549,,,0.00307564,0.2724169
1965,0.18880962,0.0,-0.0001548,-0.0022355,0.41578657,-0.00092721,0.31340583,,0.15176689,0.0,,0.00020402,0.00476849,,,0.0,,-0.00139684,0.0,0.00062435,-0.00132688,,-0.00133609,0.0,-0.00180368,-0.00138332,-0.00093656,0.0,-0.00025579,-0.00083207,,-0.00139179,5.999e-05,,0.001455,0.00198908,,,-0.00139684,0.01152685
1966,0.20980357,0.69426015,0.00046434,0.00383009,0.15617927,-0.00092807,0.19883164,,0.25369822,-0.00102719,,0.00244499,0.00125109,,,0.23230646,,0.00083834,0.0,-0.00062435,0.00232089,,0.00218245,0.0,0.00520791,0.00110681,6.992e-05,0.0,-0.00230503,0.00011493,,0.00111359,0.00066126,,0.00143353,-0.00034665,,,0.00083834,0.0
1967,0.46636625,0.0,-5.029e-05,-0.00288779,-6.72542621,0.00185529,0.27464663,,0.07190025,0.01041099,,0.00142349,-0.00300526,,,0.22347517,,0.01552138,0.02738816,-0.00049976,-0.0005521,,0.00058552,0.0,-0.00468035,0.02188271,-6.992e-05,0.12029211,0.0,0.00117639,,0.0002782,0.01622558,,-0.00077462,0.00041596,,,0.01552138,0.0
1968,0.0485152,0.0,0.00033653,0.00493253,0.24275691,-0.00092721,0.30510435,,0.11600446,0.06959052,,0.00648169,0.00125329,,,0.0,0.68340739,0.13894849,0.12676252,-0.00124729,-0.00440011,,-0.00221376,0.0,0.00481849,0.88763736,-0.00106343,0.24639962,0.0,-0.0022949,,-0.00013909,0.13794484,,0.00123911,-0.00279953,,,0.13870911,0.0
1969,0.0,0.00111173,0.0005413,0.00420262,0.18228227,-0.00092807,0.22569682,,0.06127328,0.0047323,,0.04500463,-0.01743569,,,0.00264901,0.09552493,0.00143506,0.0,0.00637876,-0.0060645,,-0.00097822,0.0,0.0012148,0.00144678,0.00020998,0.0,0.0,-0.00426598,,0.00139005,0.00041951,,0.00036757,-0.00074169,,,0.00167444,0.0
1970,-4.52511869,-0.0022247,-0.00012757,-0.00982971,0.11965269,-0.03111991,0.26900297,,0.06282264,-0.00263666,,0.06500888,-0.07322599,,,0.0,0.10695434,-0.00239292,0.0,-0.00031407,-0.00064198,,0.00698951,0.0,-0.00212687,-0.00244962,0.00034986,0.0,0.41465353,0.00100087,,-0.00236423,-0.00098056,,0.00310922,-0.00055663,,,-0.00239292,0.0
1971,0.17607356,-0.02024816,-0.03432396,-0.02253584,0.14091578,-0.03310916,0.07933103,,0.07763115,-0.01296436,,-0.00344234,-0.04774847,,,-0.00796817,0.07715499,-0.02008537,0.18232156,-0.01426035,-0.03024478,,-0.01814339,0.0,-0.03549036,-0.01981601,-0.01509894,0.0,0.08565544,-0.01357221,,-0.00754721,-0.00718719,,-0.01595711,-0.0473876,,,-0.01984096,-0.00067438
1972,0.10054988,-0.0477112,-0.07738298,-0.09787627,0.11526139,-0.01899108,0.53450324,,0.09259316,-0.06282717,-0.01269426,-0.08836521,-0.08648845,,,0.00664454,0.05727182,-0.02274511,-0.00482113,-0.05754267,-0.13671031,,-0.07644786,0.00072026,-0.08374541,-0.0483411,-0.06639067,0.0,0.03708367,-0.04324924,,0.08056057,-0.07859168,0.11563743,-0.07044794,-0.07399197,,,-0.02323961,-0.01062517
1973,0.0,-0.1740129,-0.17798226,-0.1257906,0.03184248,0.00904074,1.23503623,,0.07789866,-0.14347268,-0.08649316,-0.12822095,-0.18558912,,,0.09229541,0.0,0.02005266,0.00355843,-0.00349589,-0.11228396,,-0.14066863,0.0,-0.14399988,-0.13089222,-0.13684178,0.0,0.01206179,-0.10398256,,-0.1058496,-0.09899042,0.02176243,-0.08861608,-0.19081264,,,0.02030275,-0.02205972
1974,0.0,-0.01428596,-0.03640609,0.00186336,0.10289791,-0.02224561,2.11322083,,0.09774561,0.00974812,-0.0126183,0.08009472,-0.02524035,,,-0.03065844,0.0,0.04621917,0.05941929,0.11189563,0.07343008,,-0.01678141,0.0,-0.03522368,-0.09781638,-0.04013251,0.0,0.00472535,0.03907029,,-0.02123099,-0.00921365,0.0478619,0.01787083,-0.06083862,,,0.04645317,-0.00442427
1975,1.98992703,0.09596399,-0.07033555,-0.05816627,0.17974946,0.03910273,2.11421382,,0.17113213,-0.05876328,-0.02673359,-0.115653,-0.05043753,,,0.04385599,0.0,0.05198344,0.35302232,0.00286738,0.01754491,,-0.00171044,0.0,-0.06151944,0.21367795,-0.05690585,0.04226715,0.06556922,0.00558632,,0.07419195,-0.00500556,0.04051038,-0.06759976,-0.13980742,,,0.05152724,0.0
1976,1.34215604,0.06820825,0.03043777,0.05011145,0.27252094,-0.03095604,-5.93000484,,0.11487286,0.05246264,0.05064643,0.10897378,0.02494095,,,0.06684516,0.0,0.2078754,0.22383459,0.24111443,-0.00104541,,0.0595286,0.14558841,0.04612181,0.20074779,0.04548028,0.32287469,0.02614528,0.16955166,,0.17242467,0.15260298,0.18896419,0.05030302,-0.03224498,,,0.2079171,0.00116618
1977,1.06884627,0.09653044,-0.08176948,-0.07396761,0.28157499,0.07519402,0.50060675,,0.05825167,-0.00675695,0.04031349,0.02889778,-0.08106959,,,-0.02254887,0.0,0.03371505,0.27607324,0.06128859,-0.10140198,,-0.03201904,0.44685406,-0.07397115,0.02273493,-0.02488369,0.4126267,-0.00498553,0.23425945,,-0.00126415,0.11845907,-0.00477442,0.02531953,-0.04162758,,,0.03389553,0.00069906
1978,0.66891781,-0.03153414,-0.13095422,-0.13073066,0.24496498,0.06993316,0.38520472,,0.0611688,-0.08611073,0.02339144,-0.08799216,-0.14635407,,,-0.06842291,0.06303136,-0.09473453,0.51233136,-0.03929539,-0.25068516,,-0.06178552,0.00775573,-0.12729263,-0.06732637,-0.0153169,0.61848255,-0.00501051,0.14108474,,-0.000115,0.01623705,0.62833743,0.01095218,-0.29958539,,,-0.09454272,0.0
1979,0.50380386,0.02374334,-0.0799749,-0.06898469,0.39958071,0.01739174,0.1626178,,0.0846908,-0.04561608,-0.05513049,-0.05573491,-0.08914469,,,-0.00366973,0.34339714,-0.06478153,0.37649849,-0.02101691,0.04960778,,-0.06341282,0.00153519,-0.07364524,0.01368968,-0.0342345,0.36276004,0.00162778,0.10907618,,-0.03178209,-0.13015772,-0.0062106,-0.05172568,-0.0653531,,,-0.10102267,0.0
1980,0.33288726,-0.02031673,-0.03357447,-0.00358491,0.67104656,0.00772868,0.04602246,,0.10541856,0.06835922,-0.04416425,-0.00754543,-0.00876238,,,-0.03364803,0.00623952,-0.00533553,-1.60100718,0.02975387,0.03415568,,0.00211553,0.0066399,-0.00986315,0.04897513,-0.0253735,0.2510741,0.01786601,0.02280101,,-0.07940972,0.06625129,0.03762614,-0.0136855,0.00772112,,,-0.09194221,0.0
1981,0.87399482,-0.00801378,0.20862382,0.24071243,0.56905872,0.02533919,0.0,,0.14193449,0.23610384,0.1477024,0.2527598,0.21895437,,,0.09542539,0.00762635,0.24334955,0.80230004,0.28505072,-0.02683164,,0.05718394,0.0664877,0.22933316,0.11404459,0.15100108,0.37983375,0.05049415,0.20925416,,0.11325983,0.25278434,0.1597285,0.18011708,0.15958714,,,0.1391853,0.0
1982,1.7728956,0.12313269,0.06740311,0.20769986,0.65631642,0.02877305,0.26646433,0.1082452,0.16217744,0.15656642,0.10881864,0.1901037,0.07037651,,0.08630918,0.08816279,0.04578591,0.12722018,0.75282343,0.17326374,0.12120674,,0.01494333,1.0897328,0.0665791,0.14532753,0.11713663,0.50183998,0.07789825,0.26037252,0.01662819,0.21796547,0.17521453,0.09013473,0.21544308,0.03265208,,0.05736291,0.14657588,0.0
1983,-7.80863827,0.11958809,0.05185586,0.11034806,1.16766337,-0.0008107,0.43673853,0.04285597,0.2073962,0.0919894,0.1458394,0.14689361,0.05059288,0.27336258,0.17864356,0.06335111,0.31831627,0.12933225,0.84005733,0.11518653,-0.0473157,0.05851918,-0.00819765,0.75316719,0.0660368,0.11729057,0.12292037,0.84789588,0.26335459,0.33172231,-0.01269351,0.02686253,0.26503682,0.1245905,0.19956334,0.03285806,,-0.00099989,0.14231979,0.00093132
1984,1.86010572,0.02493451,0.10738984,0.12191066,1.16395671,0.04906047,0.22306359,0.16266027,0.24570515,0.12380485,0.07563075,0.13667605,0.10790231,0.24885266,0.07457835,0.11668232,0.12065048,0.1388064,1.65171435,0.14484574,-0.00042105,0.0402466,0.01046053,0.21561902,0.11691457,0.14394651,0.11115643,0.75550723,0.40723324,0.28017254,0.00890235,0.25633326,0.11370194,0.07842507,0.07516882,0.11219231,,0.02538087,0.12563569,0.49041867
1985,-4.72216417,0.22788165,0.03299137,0.02711017,1.2104925,0.05337607,0.49070633,0.23335382,0.34471484,0.02329239,0.03220531,0.02754746,0.03352655,0.20515246,-0.00354903,0.08281757,0.07933013,0.01872633,1.39140559,0.08343172,0.00428644,0.06467699,0.05630036,0.28946925,0.03374154,0.15059152,0.05178768,-5.75539083,0.10818902,0.15271818,0.03152593,0.44053565,0.05564381,0.06688799,0.03941555,0.04375217,0.00643849,0.14247588,0.03041909,0.06656724
1986,0.44914112,0.04250126,-0.30373858,-0.2840484,-6.11818721,0.01741699,0.18179301,0.16216553,0.31118079,-0.26935695,-0.20030679,-0.25971744,-0.30390173,0.01099425,0.00162874,0.0216615,0.14398886,-0.2295882,-6.67499615,-0.24697282,-0.34819837,0.02604183,0.04048976,0.86778339,-0.30400715,-0.05297053,-0.14970555,0.23968943,0.09131054,-0.1386003,-0.01027617,0.02545319,-0.19375269,0.02710567,-0.18819012,-0.31154818,-0.05276028,-0.03282047,-0.12383242,0.07486007
1987,0.82150216,-0.0439028,-0.18765687,-0.17862073,1.05522317,-0.04713686,0.12860102,0.07505259,0.22224023,-0.16738092,-0.14132955,-0.14152497,-0.18851295,-0.03239208,-0.00066656,0.02662648,0.24812137,-0.103648,0.0693244,-0.13947731,-0.15207384,-0.06864735,-0.02528704,0.81215777,-0.18921477,-0.12310193,-0.09308383,0.18820729,0.00888808,-0.05912375,-0.03380183,-0.11716692,-0.12536311,0.05359608,-0.11596598,-0.18663587,-0.17535311,-0.02073409,-0.11072491,0.58438556
1988,1.40653764,-0.11192714,-0.02335546,-0.01545693,1.89942927,-0.07434004,0.11037874,0.0,0.20958249,-0.01568948,-0.04895708,-0.00868699,-0.02306713,0.04707684,0.00110215,0.07156555,0.02517027,-0.02455127,0.00269297,0.004124,-0.1206138,-0.11730491,0.03908937,0.50038075,-0.0242757,-0.09987114,-0.03265978,2.03500166,0.02529958,0.02150922,-0.04496776,0.11064454,-0.05841624,0.07665436,-0.03363048,-0.01860613,-0.10332254,-0.01812644,-0.08251926,0.0
1989,3.87873035,-0.00945634,0.06871769,0.06890406,-4.52668683,-0.03892831,0.08576917,0.00957507,0.24588107,0.08250898,0.02426617,0.06809762,0.06819574,0.13546614,-0.00082009,0.1537395,0.04885513,0.07262559,0.18113253,0.05227255,0.0744033,-0.08555694,0.03338086,0.07961419,0.0703268,0.09206861,0.05788449,3.02989654,0.02997983,0.08792937,-0.03138185,0.14084974,0.01625775,0.12195061,0.05065842,0.1114269,-0.08103554,0.01618469,0.08366652,0.87204334
1990,2.44397883,0.01415118,-0.15539806,-0.16472001,3.18225738,-0.01446218,0.13291733,0.24061016,0.27220951,-0.167828,-0.11488938,-0.1581031,-0.15123097,-0.02497094,-0.00139827,0.07600095,0.04025011,-0.15606687,0.05076613,-0.13559474,0.04897294,0.05250569,-0.00081277,0.13335059,-0.15265158,0.00292564,-0.10018091,4.25518491,0.11191305,-0.09887139,-0.07318978,-0.01262997,-0.14982592,0.10878192,-0.08613448,-0.16342852,0.01916608,-0.00451943,-0.08544905,0.30184701
1991,0.67071697,0.00233918,0.03084921,0.02280523,1.78393589,-0.01815874,0.13569695,0.10707645,0.23142559,0.03397263,0.05538283,0.03605943,0.02684725,0.14113999,-0.00240343,0.26117607,0.05669705,0.02665952,0.12256608,0.03526426,-0.07450062,0.0360555,0.01634934,0.07062751,0.02734704,0.03041568,0.03721016,-12.40171395,0.12249315,0.01440175,-0.04806527,0.06534706,0.01990647,0.0276107,0.02154536,0.03220719,-0.00592434,-0.00316796,0.00958814,0.19177898
1992,-9.17222141,0.05750449,-0.06122381,-0.06172919,2.40686807,0.05351595,0.03754347,0.03444137,0.18183174,-0.05895124,0.10282525,-0.06455033,-0.06145278,0.04381592,-0.00399707,0.21509718,0.04000332,-0.05439006,0.0760148,-0.00736626,-0.05977982,0.06302903,-0.07706867,0.02501877,-0.06243248,0.07243767,-0.04361042,0.47790116,-0.07427315,-0.06935311,-0.05892642,0.03173513,-0.01579567,0.06604679,-0.03810899,-0.02054963,-0.06161543,-0.00459374,0.00070659,0.18520391
1993,0.00844396,0.07845774,0.05719379,0.07295416,2.97536445,0.06484865,0.10859158,0.04583062,0.12811676,0.07175193,0.24378713,0.06808577,0.05783396,0.1852347,-0.00058155,0.10539603,0.02778901,0.15137148,0.14051662,0.2444684,-0.13220264,0.02652302,0.01074208,-6.89839664,0.05519481,-0.00620533,0.13338454,0.46750211,0.06112253,0.17610797,-0.00838166,0.1375157,0.21926811,0.09110217,0.29126314,0.04972423,0.04871446,-0.00307426,0.16186535,0.2839237
1994,0.0,-0.07332388,-0.01995901,-0.03397036,-3.91810774,0.05724454,0.03885037,0.40205069,-0.02134748,-0.02027728,-0.08968421,-0.02158293,-0.02014105,0.05448885,-0.00086649,0.00319081,0.03470298,-0.02176735,0.06199341,0.02391398,-0.0835147,0.0014634,0.01920213,0.08023967,-0.02148281,-0.09224587,-0.00644243,0.09890204,-0.02626372,0.02966488,-0.05619778,0.08200329,0.04898439,0.01969647,-0.01025042,-0.0783584,0.00185322,-0.00681272,-0.01987172,0.49165957
1995,0.00080048,-0.01251397,-0.12424616,-0.12589338,-7.55785663,0.00511137,-0.05731172,-0.03171398,0.07740276,-0.12666624,-0.17897219,-0.10644296,-0.12458789,-0.0456446,0.00086649,0.03228615,0.03982928,-0.06877904,6.642e-05,0.01108332,-0.0838668,-0.04335899,-0.04537906,0.644261,-0.12553704,-0.10038029,-0.10761037,0.02621376,-0.02693326,-0.10173104,-0.07501988,0.02111205,-0.07151429,0.0374631,-0.07751225,-0.1458682,0.00113293,-0.00958436,-0.03017336,0.17465152
1996,-0.00010003,-0.05559102,0.04965937,0.04957833,0.09097178,-0.00657657,0.03830687,-0.00372257,0.12724294,0.0351609,0.04872161,0.0257389,0.04972083,0.03869266,-0.00015514,0.09103883,0.04082555,0.00256246,0.05818181,-0.05466951,0.14645833,0.04096434,0.00322536,0.16453334,0.04978692,-0.04675129,0.0193677,0.08503825,0.01929543,0.02893416,-0.00502283,0.17007902,0.01623464,0.0798272,-0.06246615,0.04543039,0.03606565,0.01742288,0.01146099,0.85828507
1997,-0.00020008,0.05188044,0.14211191,0.14512441,0.06992766,0.01527858,0.01690353,-0.0023532,0.09583707,0.13055298,0.12288688,0.13218667,0.14221452,0.12644714,0.00111128,0.02392991,0.21681352,0.05341037,0.07764661,0.0992939,0.1069588,0.16314296,0.11334714,0.0409904,0.14657382,0.03732255,0.09254223,0.08246977,0.11703682,0.12852797,0.05229634,0.06874949,0.14556596,0.06540405,0.13066886,0.16056735,0.04648526,0.2031734,-0.04812694,0.15757251
1998,0.0,0.16734,0.01407385,0.01394978,0.07383624,0.06904101,0.093282,-0.00222622,0.22303136,0.01409257,0.02877965,0.0103928,0.0143064,0.07884852,0.00046482,0.12856997,1.23599729,0.06230897,0.09682708,0.01920621,0.07883469,0.39052795,0.33168928,0.14483379,0.01585319,0.21164343,0.063747,0.0950986,0.32755217,0.02704767,0.11825408,0.18468102,0.01946402,0.09648617,0.0394491,-0.00055134,0.15344049,0.28363489,-0.01153225,0.11587245
1999,0.0,-0.02586626,0.16905299,0.1685021,0.4503701,0.0012122,0.10015898,-0.00271426,0.20826809,0.04192537,0.16934019,0.16924204,0.16897531,0.03521959,0.00163807,0.04190458,-0.24276844,0.52951301,0.08559594,0.17194752,-0.14129377,-0.16293907,-0.03246719,0.04288281,0.16842974,0.01257275,0.03320791,0.14384914,-0.0451178,0.16961987,0.01360161,0.09911371,0.17086696,0.0863548,0.03966945,0.03648335,-0.03719933,-0.08533393,0.02438946,0.10124549
2000,0.0,0.1042821,,,0.00514957,-0.00020193,0.05879389,1.208e-05,0.17298931,0.14680309,,,,,0.00424389,0.04244368,0.06964785,,-0.01518832,,-0.05354956,-0.05080507,0.0,-0.00988857,,0.14749585,0.12120567,0.03105017,0.12270268,,0.01748531,0.1268661,,0.08251879,0.10320082,0.11650457,-0.03340879,0.05950768,0.06480126,0.11462501
2001,0.0,0.11775073,,,0.25119299,0.04166445,0.16272091,-0.00016913,0.09658946,0.02885588,,,,,0.00093637,0.04815504,0.19751697,,0.03100574,,0.12021257,0.13318537,0.0,-0.01298167,,0.08352595,0.02058525,0.0048022,0.14314459,,0.03866314,0.21456189,,0.15203986,0.11994273,-0.00076934,0.07883128,0.10209231,0.05139938,0.06207229
2002,1.11999289,-0.05056989,,,0.21646512,0.01391449,0.08162368,1.208e-05,0.08523705,-0.05502513,,,,,-1.282e-05,0.02942309,-0.09712258,,0.11913214,,0.02958196,-0.03280762,0.0,0.03431916,,-0.10020068,-0.11939748,0.00276224,0.01191082,,-0.00122775,0.20020703,,0.06660317,-0.06173655,-0.08162765,0.02083165,-0.03456615,-0.04264725,0.47227112
2003,-0.05457515,-0.18223457,,,0.05127618,-0.11428686,0.00360773,1.208e-05,0.13898869,-0.18147487,,,,,-0.00155257,-0.0428547,-0.08212212,,-0.03954497,,-0.07699937,-0.04769184,0.0,0.11059362,,-0.2258878,-0.12011073,-0.01086501,0.04913707,,-0.02711205,-0.33084045,,0.00798698,-0.1852941,-0.14617418,-0.00380036,-0.03459996,-0.08444692,0.32891701
2004,0.0077955,-0.12123039,,,-0.04960025,-0.0733724,-0.12633628,-4.833e-05,-0.0905188,-0.09369838,,,,,0.00020544,-0.02896229,0.04131668,,-0.01595855,,-0.06955366,-0.04008546,0.0,0.0450196,,-0.13193575,-0.04927119,-0.0189509,0.03332946,,-0.03070353,-0.15965,,0.04780268,-0.0948028,-0.07902711,-0.03048468,-0.03141031,-0.11435586,0.15616476
2005,-0.00672733,-0.03499926,,,-0.18367576,-0.07181184,-0.08432815,-0.01010306,-0.12453031,0.00103468,,,,,-0.00149037,-0.02823401,0.08219777,,0.00127095,,0.01796071,-0.11214187,-0.00345332,-0.0357052,,-0.05932174,-0.04533023,-0.03500134,-0.01717012,,-0.01568262,-0.01243688,,-0.0087776,0.01660069,0.00249126,-0.03789593,-0.00047191,0.00675863,0.11079972
2006,0.05056465,0.01212963,,,-0.1135521,-0.06610806,-0.05467346,-0.02738033,0.01721967,-0.00889639,,,,,-0.00120935,0.02668619,-0.05784055,,-0.0071337,,0.05477917,-0.07022859,-0.03241932,0.00110092,,0.08237165,-0.00493359,-0.00651428,-0.07093198,,-0.04656294,0.06190559,,0.03482094,-0.01336695,0.00584212,0.01160339,-0.06084203,-0.01245665,0.01762622
2007,0.01356052,-0.10753134,,,-0.11064942,-0.05492002,-0.01479713,-0.04706192,-0.12759911,-0.08806143,,,,,0.00430324,-0.09292312,-0.00199997,,-0.08127033,,0.01238961,-0.0269226,-0.06499506,0.00201521,,-0.12617638,-0.09036572,-0.04574082,-0.10611,,-0.05281222,0.04067302,,0.06228709,-0.08737894,-0.04346206,0.01058794,-0.16225805,-0.08258049,0.0
2008,0.01544853,-0.01726515,,,-0.06003708,-0.00691786,-7.847e-05,-0.09050044,-0.05467501,-0.06703491,,,,,-0.0019759,0.0522763,0.059253,,-0.13534135,,-0.13014041,0.1678156,-0.03140133,0.0194832,,0.02946298,-0.03815224,-0.06730449,-0.04034989,,-0.06336651,0.15726942,,-0.02121422,-0.02554938,-0.10379679,-0.04135864,0.02329577,0.07647896,-6.9099025
2009,0.16549934,0.07410187,,,0.08615617,0.06816701,0.07092289,-0.01698351,0.09245044,0.05149569,,,,,-0.00447946,0.10782349,0.06881139,,0.09162955,,-0.09862353,0.14851918,0.05660925,0.19173003,,0.11752874,0.10982494,0.02934896,0.07300829,,0.02810212,0.01965285,,0.05925382,0.15048173,0.0040598,0.04645945,0.04008147,0.16903512,0.0
2010,0.04896855,-0.14887988,,,-0.12657583,-0.10271573,-0.09457248,-0.00898516,,0.04902657,,,,,0.00222937,-0.05704888,-0.13361527,,-0.0504063,,-0.06505104,-0.09791511,-0.09073662,-0.06702098,,-0.12657988,-0.03984022,-0.06389453,-0.05540807,,-0.0649099,-0.13954619,,-0.01684119,-0.06039846,-0.04020831,-0.04718939,-0.07912018,0.01353369,0.68375744
2011,0.05339564,-0.11615143,,,-0.0511707,-0.04042556,-0.05350012,-0.04634839,,-0.04966141,,,,,0.0019675,0.02016766,-0.0358365,,-0.04401421,,-0.0965641,-0.04314138,-0.05136691,-0.01564902,,-0.09278775,-0.07612435,-0.02548936,-0.04065113,,-0.08088685,-0.00893801,,-0.02256438,-0.10486255,-0.16333124,-0.06954181,-0.03983668,-0.03762742,0.01172346
2012,0.09884297,-0.00258652,,,0.15542271,0.01056082,0.00577857,-0.02406887,-0.02811677,0.07866824,,,,,-0.00348758,0.13607753,0.06790072,,0.07482639,,0.00150451,0.01721416,0.00970281,0.05685437,,-0.02339101,0.03785007,-0.04303335,-0.02534563,,-0.00622458,0.12316548,,0.14368726,0.04285691,0.05671312,0.00597219,0.01927982,0.01180237,0.0
2013,0.18499962,0.06749308,,,0.09909573,0.03005893,0.01796212,-0.02593044,0.0392282,-0.03071447,,,,,-5.157e-05,0.09194889,0.10839003,,-0.06564563,,0.20110339,-0.02836067,0.02008087,-0.03056737,,-0.01215003,0.01010671,0.02397119,0.00512549,,0.00151982,0.16198961,,0.01174673,-0.03910318,-0.01158438,0.00411898,-0.01162747,0.01354351,0.34707187
2014,0.39150725,0.06938658,,,0.08620747,0.06965285,0.14097929,0.00230711,0.06874562,-0.00033832,,,,,-0.00025788,0.04167618,0.12593657,,-0.00918076,,0.08010576,-0.03948421,0.03865501,0.04175587,,-0.0132135,0.06897699,0.04981181,0.04489417,,0.01223403,0.117133,,0.01148012,0.05164947,-0.01324954,0.02064129,0.05590702,-0.05250423,0.03401138
2015,0.13368618,0.18286346,,,0.34912697,0.14694506,0.13717212,0.01939842,0.31460703,0.18056582,,,,,-0.00027085,0.04972649,0.1208536,,0.08360517,,0.13513782,0.07227491,0.17786093,0.17670515,,0.17181963,0.24786057,0.11307714,0.02458548,,0.08190559,0.1632404,,0.04004214,0.20703219,0.05124956,0.04658902,0.05338439,0.07554352,0.0
2016,0.46933981,0.01211592,,,0.04622136,0.0355576,0.03431841,0.05598962,0.10784768,0.0008025,,,,,0.00127621,0.04707289,-0.00607545,,-0.01278055,,-0.10670165,0.02554697,-0.17786093,0.16197698,,0.00565466,0.04031369,0.04506956,0.04284895,,0.00500709,0.14183246,,0.06904832,0.01494409,0.02320194,0.01606234,0.03034589,0.12404755,0.40864476
2017,0.11535432,-0.03049293,,,-0.08981447,-0.02112083,-0.04243233,0.01705591,-7.3310996,-0.01931877,,,,,0.00398571,-0.03144153,0.00544042,,-0.06480588,,0.03059616,-0.02620138,0.2730316,0.01399294,,-0.02046557,-0.01539166,-0.03163816,0.05950926,,-0.0004344,-0.09819818,,0.04607749,-0.00153119,-0.00071062,-0.05912612,-0.03917538,0.04797968,0.10058724
