date,price,source
1359-01-01,1.34,measuringworth_british (GBP)
1360-01-01,1.34,measuringworth_british (GBP)
1361-01-01,1.34,measuringworth_british (GBP)
1362-01-01,1.34,measuringworth_british (GBP)
1363-01-01,1.34,measuringworth_british (GBP)
1364-01-01,1.34,measuringworth_british (GBP)
1365-01-01,1.34,measuringworth_british (GBP)
1366-01-01,1.34,measuringworth_british (GBP)
1367-01-01,1.34,measuringworth_british (GBP)
1368-01-01,1.34,measuringworth_british (GBP)
1369-01-01,1.34,measuringworth_british (GBP)
1370-01-01,1.34,measuringworth_british (GBP)
1371-01-01,1.34,measuringworth_british (GBP)
1372-01-01,1.34,measuringworth_british (GBP)
1373-01-01,1.34,measuringworth_british (GBP)
1374-01-01,1.34,measuringworth_british (GBP)
1375-01-01,1.34,measuringworth_british (GBP)
1376-01-01,1.34,measuringworth_british (GBP)
1377-01-01,1.34,measuringworth_british (GBP)
1378-01-01,1.34,measuringworth_british (GBP)
1379-01-01,1.34,measuringworth_british (GBP)
1380-01-01,1.34,measuringworth_british (GBP)
1381-01-01,1.34,measuringworth_british (GBP)
1382-01-01,1.34,measuringworth_british (GBP)
1383-01-01,1.34,measuringworth_british (GBP)
1384-01-01,1.34,measuringworth_british (GBP)
1385-01-01,1.34,measuringworth_british (GBP)
1386-01-01,1.34,measuringworth_british (GBP)
1387-01-01,1.34,measuringworth_british (GBP)
1388-01-01,1.34,measuringworth_british (GBP)
1389-01-01,1.34,measuringworth_british (GBP)
1390-01-01,1.34,measuringworth_british (GBP)
1391-01-01,1.34,measuringworth_british (GBP)
1392-01-01,1.34,measuringworth_british (GBP)
1393-01-01,1.34,measuringworth_british (GBP)
1394-01-01,1.34,measuringworth_british (GBP)
1395-01-01,1.34,measuringworth_british (GBP)
1396-01-01,1.34,measuringworth_british (GBP)
1397-01-01,1.34,measuringworth_british (GBP)
1398-01-01,1.34,measuringworth_british (GBP)
1399-01-01,1.34,measuringworth_british (GBP)
1400-01-01,1.34,measuringworth_british (GBP)
1401-01-01,1.34,measuringworth_british (GBP)
1402-01-01,1.34,measuringworth_british (GBP)
1403-01-01,1.34,measuringworth_british (GBP)
1404-01-01,1.34,measuringworth_british (GBP)
1405-01-01,1.34,measuringworth_british (GBP)
1406-01-01,1.34,measuringworth_british (GBP)
1407-01-01,1.34,measuringworth_british (GBP)
1408-01-01,1.34,measuringworth_british (GBP)
1409-01-01,1.43,measuringworth_british (GBP)
1410-01-01,1.43,measuringworth_british (GBP)
1411-01-01,1.43,measuringworth_british (GBP)
1412-01-01,1.49,measuringworth_british (GBP)
1413-01-01,1.49,measuringworth_british (GBP)
1414-01-01,1.49,measuringworth_british (GBP)
1415-01-01,1.49,measuringworth_british (GBP)
1416-01-01,1.49,measuringworth_british (GBP)
1417-01-01,1.49,measuringworth_british (GBP)
1418-01-01,1.49,measuringworth_british (GBP)
1419-01-01,1.49,measuringworth_british (GBP)
1420-01-01,1.49,measuringworth_british (GBP)
1421-01-01,1.49,measuringworth_british (GBP)
1422-01-01,1.49,measuringworth_british (GBP)
1423-01-01,1.49,measuringworth_british (GBP)
1424-01-01,1.49,measuringworth_british (GBP)
1425-01-01,1.49,measuringworth_british (GBP)
1426-01-01,1.49,measuringworth_british (GBP)
1427-01-01,1.49,measuringworth_british (GBP)
1428-01-01,1.49,measuringworth_british (GBP)
1429-01-01,1.49,measuringworth_british (GBP)
1430-01-01,1.49,measuringworth_british (GBP)
1431-01-01,1.49,measuringworth_british (GBP)
1432-01-01,1.49,measuringworth_british (GBP)
1433-01-01,1.49,measuringworth_british (GBP)
1434-01-01,1.49,measuringworth_british (GBP)
1435-01-01,1.49,measuringworth_british (GBP)
1436-01-01,1.49,measuringworth_british (GBP)
1437-01-01,1.49,measuringworth_british (GBP)
1438-01-01,1.49,measuringworth_british (GBP)
1439-01-01,1.49,measuringworth_british (GBP)
1440-01-01,1.49,measuringworth_british (GBP)
1441-01-01,1.49,measuringworth_british (GBP)
1442-01-01,1.49,measuringworth_british (GBP)
1443-01-01,1.49,measuringworth_british (GBP)
1444-01-01,1.49,measuringworth_british (GBP)
1445-01-01,1.49,measuringworth_british (GBP)
1446-01-01,1.49,measuringworth_british (GBP)
1447-01-01,1.49,measuringworth_british (GBP)
1448-01-01,1.49,measuringworth_british (GBP)
1449-01-01,1.49,measuringworth_british (GBP)
1450-01-01,1.49,measuringworth_british (GBP)
1451-01-01,1.49,measuringworth_british (GBP)
1452-01-01,1.49,measuringworth_british (GBP)
1453-01-01,1.49,measuringworth_british (GBP)
1454-01-01,1.49,measuringworth_british (GBP)
1455-01-01,1.49,measuringworth_british (GBP)
1456-01-01,1.49,measuringworth_british (GBP)
1457-01-01,1.49,measuringworth_british (GBP)
1458-01-01,1.49,measuringworth_british (GBP)
1459-01-01,1.49,measuringworth_british (GBP)
1460-01-01,1.49,measuringworth_british (GBP)
1461-01-01,1.49,measuringworth_british (GBP)
1462-01-01,1.49,measuringworth_british (GBP)
1463-01-01,1.49,measuringworth_british (GBP)
1464-01-01,1.86,measuringworth_british (GBP)
1465-01-01,2.01,measuringworth_british (GBP)
1466-01-01,2.01,measuringworth_british (GBP)
1467-01-01,2.01,measuringworth_british (GBP)
1468-01-01,2.01,measuringworth_british (GBP)
1469-01-01,2.01,measuringworth_british (GBP)
1470-01-01,2.01,measuringworth_british (GBP)
1471-01-01,2.01,measuringworth_british (GBP)
1472-01-01,2.01,measuringworth_british (GBP)
1473-01-01,2.01,measuringworth_british (GBP)
1474-01-01,2.01,measuringworth_british (GBP)
1475-01-01,2.01,measuringworth_british (GBP)
1476-01-01,2.01,measuringworth_british (GBP)
1477-01-01,2.01,measuringworth_british (GBP)
1478-01-01,2.01,measuringworth_british (GBP)
1479-01-01,2.01,measuringworth_british (GBP)
1480-01-01,2.01,measuringworth_british (GBP)
1481-01-01,2.01,measuringworth_british (GBP)
1482-01-01,2.01,measuringworth_british (GBP)
1483-01-01,2.01,measuringworth_british (GBP)
1484-01-01,2.01,measuringworth_british (GBP)
1485-01-01,2.01,measuringworth_british (GBP)
1486-01-01,2.01,measuringworth_british (GBP)
1487-01-01,2.01,measuringworth_british (GBP)
1488-01-01,2.01,measuringworth_british (GBP)
1489-01-01,2.01,measuringworth_british (GBP)
1490-01-01,2.01,measuringworth_british (GBP)
1491-01-01,2.01,measuringworth_british (GBP)
1492-01-01,2.01,measuringworth_british (GBP)
1493-01-01,2.01,measuringworth_british (GBP)
1494-01-01,2.01,measuringworth_british (GBP)
1495-01-01,2.01,measuringworth_british (GBP)
1496-01-01,2.01,measuringworth_british (GBP)
1497-01-01,2.01,measuringworth_british (GBP)
1498-01-01,2.01,measuringworth_british (GBP)
1499-01-01,2.01,measuringworth_british (GBP)
1500-01-01,2.01,measuringworth_british (GBP)
1501-01-01,2.01,measuringworth_british (GBP)
1502-01-01,2.01,measuringworth_british (GBP)
1503-01-01,2.01,measuringworth_british (GBP)
1504-01-01,2.01,measuringworth_british (GBP)
1505-01-01,2.01,measuringworth_british (GBP)
1506-01-01,2.01,measuringworth_british (GBP)
1507-01-01,2.01,measuringworth_british (GBP)
1508-01-01,2.01,measuringworth_british (GBP)
1509-01-01,2.01,measuringworth_british (GBP)
1510-01-01,2.01,measuringworth_british (GBP)
1511-01-01,2.01,measuringworth_british (GBP)
1512-01-01,2.01,measuringworth_british (GBP)
1513-01-01,2.01,measuringworth_british (GBP)
1514-01-01,2.01,measuringworth_british (GBP)
1515-01-01,2.01,measuringworth_british (GBP)
1516-01-01,2.01,measuringworth_british (GBP)
1517-01-01,2.01,measuringworth_british (GBP)
1518-01-01,2.01,measuringworth_british (GBP)
1519-01-01,2.01,measuringworth_british (GBP)
1520-01-01,2.01,measuringworth_british (GBP)
1521-01-01,2.01,measuringworth_british (GBP)
1522-01-01,2.01,measuringworth_british (GBP)
1523-01-01,2.01,measuringworth_british (GBP)
1524-01-01,2.01,measuringworth_british (GBP)
1525-01-01,2.01,measuringworth_british (GBP)
1526-01-01,2.26,measuringworth_british (GBP)
1527-01-01,2.26,measuringworth_british (GBP)
1528-01-01,2.26,measuringworth_british (GBP)
1529-01-01,2.26,measuringworth_british (GBP)
1530-01-01,2.26,measuringworth_british (GBP)
1531-01-01,2.26,measuringworth_british (GBP)
1532-01-01,2.26,measuringworth_british (GBP)
1533-01-01,2.28,measuringworth_british (GBP)
1534-01-01,2.28,measuringworth_british (GBP)
1535-01-01,2.28,measuringworth_british (GBP)
1536-01-01,2.28,measuringworth_british (GBP)
1537-01-01,2.28,measuringworth_british (GBP)
1538-01-01,2.28,measuringworth_british (GBP)
1539-01-01,2.28,measuringworth_british (GBP)
1540-01-01,2.28,measuringworth_british (GBP)
1541-01-01,2.28,measuringworth_british (GBP)
1542-01-01,2.28,measuringworth_british (GBP)
1543-01-01,2.28,measuringworth_british (GBP)
1544-01-01,2.5,measuringworth_british (GBP)
1545-01-01,2.73,measuringworth_british (GBP)
1546-01-01,3.0,measuringworth_british (GBP)
1547-01-01,3.0,measuringworth_british (GBP)
1548-01-01,3.0,measuringworth_british (GBP)
1549-01-01,3.09,measuringworth_british (GBP)
1550-01-01,3.09,measuringworth_british (GBP)
1551-01-01,3.02,measuringworth_british (GBP)
1552-01-01,3.02,measuringworth_british (GBP)
1553-01-01,3.02,measuringworth_british (GBP)
1554-01-01,3.02,measuringworth_british (GBP)
1555-01-01,3.02,measuringworth_british (GBP)
1556-01-01,3.02,measuringworth_british (GBP)
1557-01-01,3.02,measuringworth_british (GBP)
1558-01-01,3.02,measuringworth_british (GBP)
1559-01-01,3.02,measuringworth_british (GBP)
1560-01-01,3.02,measuringworth_british (GBP)
1561-01-01,3.02,measuringworth_british (GBP)
1562-01-01,3.02,measuringworth_british (GBP)
1563-01-01,3.02,measuringworth_british (GBP)
1564-01-01,3.02,measuringworth_british (GBP)
1565-01-01,3.02,measuringworth_british (GBP)
1566-01-01,3.02,measuringworth_british (GBP)
1567-01-01,3.02,measuringworth_british (GBP)
1568-01-01,3.02,measuringworth_british (GBP)
1569-01-01,3.02,measuringworth_british (GBP)
1570-01-01,3.02,measuringworth_british (GBP)
1571-01-01,3.02,measuringworth_british (GBP)
1572-01-01,3.02,measuringworth_british (GBP)
1573-01-01,3.02,measuringworth_british (GBP)
1574-01-01,3.02,measuringworth_british (GBP)
1575-01-01,3.02,measuringworth_british (GBP)
1576-01-01,3.02,measuringworth_british (GBP)
1577-01-01,3.02,measuringworth_british (GBP)
1578-01-01,3.03,measuringworth_british (GBP)
1579-01-01,3.03,measuringworth_british (GBP)
1580-01-01,3.03,measuringworth_british (GBP)
1581-01-01,3.03,measuringworth_british (GBP)
1582-01-01,3.03,measuringworth_british (GBP)
1583-01-01,3.02,measuringworth_british (GBP)
1584-01-01,3.02,measuringworth_british (GBP)
1585-01-01,3.02,measuringworth_british (GBP)
1586-01-01,3.02,measuringworth_british (GBP)
1587-01-01,3.02,measuringworth_british (GBP)
1588-01-01,3.02,measuringworth_british (GBP)
1589-01-01,3.02,measuringworth_british (GBP)
1590-01-01,3.02,measuringworth_british (GBP)
1591-01-01,3.02,measuringworth_british (GBP)
1592-01-01,3.02,measuringworth_british (GBP)
1593-01-01,3.0,measuringworth_british (GBP)
1594-01-01,3.0,measuringworth_british (GBP)
1595-01-01,3.0,measuringworth_british (GBP)
1596-01-01,3.0,measuringworth_british (GBP)
1597-01-01,3.0,measuringworth_british (GBP)
1598-01-01,3.0,measuringworth_british (GBP)
1599-01-01,3.0,measuringworth_british (GBP)
1600-01-01,3.0,measuringworth_british (GBP)
1601-01-01,3.05,measuringworth_british (GBP)
1602-01-01,3.05,measuringworth_british (GBP)
1603-01-01,3.05,measuringworth_british (GBP)
1604-01-01,3.38,measuringworth_british (GBP)
1605-01-01,3.38,measuringworth_british (GBP)
1606-01-01,3.38,measuringworth_british (GBP)
1607-01-01,3.38,measuringworth_british (GBP)
1608-01-01,3.38,measuringworth_british (GBP)
1609-01-01,3.38,measuringworth_british (GBP)
1610-01-01,3.38,measuringworth_british (GBP)
1611-01-01,3.72,measuringworth_british (GBP)
1612-01-01,3.72,measuringworth_british (GBP)
1613-01-01,3.72,measuringworth_british (GBP)
1614-01-01,3.72,measuringworth_british (GBP)
1615-01-01,3.72,measuringworth_british (GBP)
1616-01-01,3.72,measuringworth_british (GBP)
1617-01-01,3.72,measuringworth_british (GBP)
1618-01-01,3.72,measuringworth_british (GBP)
1619-01-01,3.73,measuringworth_british (GBP)
1620-01-01,3.73,measuringworth_british (GBP)
1621-01-01,3.73,measuringworth_british (GBP)
1622-01-01,3.73,measuringworth_british (GBP)
1623-01-01,3.73,measuringworth_british (GBP)
1624-01-01,3.73,measuringworth_british (GBP)
1625-01-01,3.73,measuringworth_british (GBP)
1626-01-01,3.73,measuringworth_british (GBP)
1627-01-01,3.73,measuringworth_british (GBP)
1628-01-01,3.73,measuringworth_british (GBP)
1629-01-01,3.73,measuringworth_british (GBP)
1630-01-01,3.73,measuringworth_british (GBP)
1631-01-01,3.73,measuringworth_british (GBP)
1632-01-01,3.73,measuringworth_british (GBP)
1633-01-01,3.73,measuringworth_british (GBP)
1634-01-01,3.73,measuringworth_british (GBP)
1635-01-01,3.73,measuringworth_british (GBP)
1636-01-01,3.73,measuringworth_british (GBP)
1637-01-01,3.73,measuringworth_british (GBP)
1638-01-01,3.73,measuringworth_british (GBP)
1639-01-01,3.73,measuringworth_british (GBP)
1640-01-01,3.73,measuringworth_british (GBP)
1641-01-01,3.73,measuringworth_british (GBP)
1642-01-01,3.73,measuringworth_british (GBP)
1643-01-01,3.73,measuringworth_british (GBP)
1644-01-01,3.73,measuringworth_british (GBP)
1645-01-01,3.73,measuringworth_british (GBP)
1646-01-01,3.73,measuringworth_british (GBP)
1647-01-01,3.73,measuringworth_british (GBP)
1648-01-01,3.73,measuringworth_british (GBP)
1649-01-01,3.73,measuringworth_british (GBP)
1650-01-01,3.73,measuringworth_british (GBP)
1651-01-01,3.73,measuringworth_british (GBP)
1652-01-01,3.73,measuringworth_british (GBP)
1653-01-01,3.73,measuringworth_british (GBP)
1654-01-01,3.73,measuringworth_british (GBP)
1655-01-01,3.73,measuringworth_british (GBP)
1656-01-01,3.73,measuringworth_british (GBP)
1657-01-01,3.73,measuringworth_british (GBP)
1658-01-01,3.73,measuringworth_british (GBP)
1659-01-01,3.73,measuringworth_british (GBP)
1660-01-01,3.73,measuringworth_british (GBP)
1661-01-01,3.98,measuringworth_british (GBP)
1662-01-01,3.98,measuringworth_british (GBP)
1663-01-01,4.05,measuringworth_british (GBP)
1664-01-01,4.05,measuringworth_british (GBP)
1665-01-01,4.05,measuringworth_british (GBP)
1666-01-01,4.05,measuringworth_british (GBP)
1667-01-01,4.05,measuringworth_british (GBP)
1668-01-01,4.05,measuringworth_british (GBP)
1669-01-01,4.05,measuringworth_british (GBP)
1670-01-01,4.05,measuringworth_british (GBP)
1671-01-01,4.05,measuringworth_british (GBP)
1672-01-01,4.05,measuringworth_british (GBP)
1673-01-01,4.05,measuringworth_british (GBP)
1674-01-01,4.05,measuringworth_british (GBP)
1675-01-01,4.05,measuringworth_british (GBP)
1676-01-01,4.05,measuringworth_british (GBP)
1677-01-01,4.05,measuringworth_british (GBP)
1678-01-01,4.05,measuringworth_british (GBP)
1679-01-01,4.05,measuringworth_british (GBP)
1680-01-01,4.05,measuringworth_british (GBP)
1681-01-01,4.05,measuringworth_british (GBP)
1682-01-01,4.05,measuringworth_british (GBP)
1683-01-01,4.05,measuringworth_british (GBP)
1684-01-01,4.05,measuringworth_british (GBP)
1685-01-01,4.05,measuringworth_british (GBP)
1686-01-01,4.05,measuringworth_british (GBP)
1687-01-01,4.05,measuringworth_british (GBP)
1688-01-01,4.05,measuringworth_british (GBP)
1689-01-01,4.05,measuringworth_british (GBP)
1690-01-01,4.05,measuringworth_british (GBP)
1691-01-01,4.05,measuringworth_british (GBP)
1692-01-01,4.05,measuringworth_british (GBP)
1693-01-01,4.05,measuringworth_british (GBP)
1694-01-01,4.05,measuringworth_british (GBP)
1695-01-01,4.05,measuringworth_british (GBP)
1696-01-01,4.45,measuringworth_british (GBP)
1697-01-01,4.45,measuringworth_british (GBP)
1698-01-01,4.45,measuringworth_british (GBP)
1699-01-01,4.35,measuringworth_british (GBP)
1700-01-01,4.35,measuringworth_british (GBP)
1701-01-01,4.35,measuringworth_british (GBP)
1702-01-01,4.35,measuringworth_british (GBP)
1703-01-01,4.35,measuringworth_british (GBP)
1704-01-01,4.35,measuringworth_british (GBP)
1705-01-01,4.35,measuringworth_british (GBP)
1706-01-01,4.35,measuringworth_british (GBP)
1707-01-01,4.35,measuringworth_british (GBP)
1708-01-01,4.35,measuringworth_british (GBP)
1709-01-01,4.35,measuringworth_british (GBP)
1710-01-01,4.35,measuringworth_british (GBP)
1711-01-01,4.35,measuringworth_british (GBP)
1712-01-01,4.35,measuringworth_british (GBP)
1713-01-01,4.35,measuringworth_british (GBP)
1714-01-01,4.35,measuringworth_british (GBP)
1715-01-01,4.35,measuringworth_british (GBP)
1716-01-01,4.35,measuringworth_british (GBP)
1717-01-01,4.25,measuringworth_british (GBP)
1718-01-01,4.31,measuringworth_london (GBP)
1719-01-01,4.26,measuringworth_london (GBP)
1720-01-01,4.31,measuringworth_london (GBP)
1721-01-01,4.26,measuringworth_london (GBP)
1722-01-01,4.25,measuringworth_london (GBP)
1723-01-01,4.26,measuringworth_london (GBP)
1724-01-01,4.25,measuringworth_london (GBP)
1725-01-01,4.25,measuringworth_london (GBP)
1726-01-01,4.25,measuringworth_london (GBP)
1727-01-01,4.25,measuringworth_london (GBP)
1728-01-01,4.28,measuringworth_london (GBP)
1729-01-01,4.3,measuringworth_london (GBP)
1730-01-01,4.29,measuringworth_london (GBP)
1731-01-01,4.26,measuringworth_london (GBP)
1732-01-01,4.26,measuringworth_london (GBP)
1733-01-01,4.27,measuringworth_london (GBP)
1734-01-01,4.26,measuringworth_london (GBP)
1735-01-01,4.28,measuringworth_london (GBP)
1736-01-01,4.26,measuringworth_london (GBP)
1737-01-01,4.26,measuringworth_london (GBP)
1738-01-01,4.26,measuringworth_london (GBP)
1739-01-01,4.25,measuringworth_london (GBP)
1740-01-01,4.25,measuringworth_london (GBP)
1741-01-01,4.27,measuringworth_london (GBP)
1742-01-01,4.28,measuringworth_london (GBP)
1743-01-01,4.3,measuringworth_london (GBP)
1744-01-01,4.31,measuringworth_london (GBP)
1745-01-01,4.29,measuringworth_london (GBP)
1746-01-01,4.25,measuringworth_london (GBP)
1747-01-01,4.28,measuringworth_london (GBP)
1748-01-01,4.26,measuringworth_london (GBP)
1749-01-01,4.25,measuringworth_london (GBP)
1750-01-01,4.26,measuringworth_london (GBP)
1751-01-01,4.25,measuringworth_london (GBP)
1752-01-01,4.26,measuringworth_london (GBP)
1753-01-01,4.27,measuringworth_london (GBP)
1754-01-01,4.25,measuringworth_london (GBP)
1755-01-01,4.25,measuringworth_london (GBP)
1756-01-01,4.25,measuringworth_london (GBP)
1757-01-01,4.25,measuringworth_london (GBP)
1758-01-01,4.3,measuringworth_london (GBP)
1759-01-01,4.33,measuringworth_london (GBP)
1760-01-01,4.3,measuringworth_london (GBP)
1761-01-01,4.35,measuringworth_london (GBP)
1762-01-01,4.32,measuringworth_london (GBP)
1763-01-01,4.37,measuringworth_london (GBP)
1764-01-01,4.26,measuringworth_london (GBP)
1765-01-01,4.26,measuringworth_london (GBP)
1766-01-01,4.31,measuringworth_london (GBP)
1767-01-01,4.34,measuringworth_london (GBP)
1768-01-01,4.32,measuringworth_london (GBP)
1769-01-01,4.38,measuringworth_london (GBP)
1770-01-01,4.37,measuringworth_london (GBP)
1771-01-01,4.35,measuringworth_london (GBP)
1772-01-01,4.35,measuringworth_london (GBP)
1773-01-01,4.25,measuringworth_london (GBP)
1774-01-01,4.24,measuringworth_london (GBP)
1775-01-01,4.23,measuringworth_london (GBP)
1776-01-01,4.23,measuringworth_london (GBP)
1777-01-01,4.23,measuringworth_london (GBP)
1778-01-01,4.23,measuringworth_london (GBP)
1779-01-01,4.23,measuringworth_london (GBP)
1780-01-01,4.23,measuringworth_london (GBP)
1781-01-01,4.23,measuringworth_london (GBP)
1782-01-01,4.23,measuringworth_london (GBP)
1783-01-01,4.25,measuringworth_london (GBP)
1784-01-01,4.25,measuringworth_london (GBP)
1785-01-01,4.24,measuringworth_london (GBP)
1786-01-01,4.23,measuringworth_london (GBP)
1787-01-01,4.23,measuringworth_london (GBP)
1788-01-01,4.23,measuringworth_london (GBP)
1789-01-01,4.23,measuringworth_london (GBP)
1790-01-01,4.23,measuringworth_london (GBP)
1791-01-01,4.23,measuringworth_london (GBP)
1792-01-01,18.9081,measuringworth_london (GBP->USD)
1793-01-01,19.0773,measuringworth_london (GBP->USD)
1794-01-01,20.0925,measuringworth_london (GBP->USD)
1795-01-01,19.161900000000003,measuringworth_london (GBP->USD)
1796-01-01,18.146700000000003,measuringworth_london (GBP->USD)
1797-01-01,18.781200000000002,measuringworth_london (GBP->USD)
1798-01-01,18.6575,measuringworth_london (GBP->USD)
1799-01-01,17.5112,measuringworth_london (GBP->USD)
1800-01-01,19.383,measuringworth_london (GBP->USD)
1801-01-01,18.7902,measuringworth_london (GBP->USD)
1802-01-01,19.3519,measuringworth_london (GBP->USD)
1803-01-01,19.703599999999998,measuringworth_london (GBP->USD)
1804-01-01,19.838,measuringworth_london (GBP->USD)
1805-01-01,18.966,measuringworth_london (GBP->USD)
1806-01-01,19.580599999999997,measuringworth_london (GBP->USD)
1807-01-01,19.757399999999997,measuringworth_london (GBP->USD)
1808-01-01,20.927599999999998,measuringworth_london (GBP->USD)
1809-01-01,20.930600000000002,measuringworth_london (GBP->USD)
1810-01-01,19.909,measuringworth_london (GBP->USD)
1811-01-01,19.8258,measuringworth_london (GBP->USD)
1812-01-01,19.837600000000002,measuringworth_london (GBP->USD)
1813-01-01,21.599999999999998,measuringworth_london (GBP->USD)
1814-01-01,22.090400000000002,measuringworth_london (GBP->USD)
1815-01-01,24.451000000000004,measuringworth_london (GBP->USD)
1816-01-01,22.7592,measuringworth_london (GBP->USD)
1817-01-01,19.918,measuringworth_london (GBP->USD)
1818-01-01,19.98,measuringworth_london (GBP->USD)
1819-01-01,19.6636,measuringworth_london (GBP->USD)
1820-01-01,19.209999999999997,measuringworth_london (GBP->USD)
1821-01-01,20.485,measuringworth_london (GBP->USD)
1822-01-01,21.1152,measuringworth_london (GBP->USD)
1823-01-01,20.304000000000002,measuringworth_london (GBP->USD)
1824-01-01,20.6001,measuringworth_london (GBP->USD)
1825-01-01,20.479200000000002,measuringworth_london (GBP->USD)
1826-01-01,20.811600000000002,measuringworth_london (GBP->USD)
1827-01-01,20.896200000000004,measuringworth_london (GBP->USD)
1828-01-01,20.8539,measuringworth_london (GBP->USD)
1829-01-01,20.6064,measuringworth_london (GBP->USD)
1830-01-01,20.1824,measuringworth_london (GBP->USD)
1831-01-01,20.655,measuringworth_london (GBP->USD)
