1962M12,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,BEF,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M1,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,BEF,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M2,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,BEF,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M3,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,BEF,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M4,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,BEF,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M5,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,BEF,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M6,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,BEF,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M7,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,BEF,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M8,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,BEF,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M9,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,BEF,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M10,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,BEF,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M11,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,Freely_falling,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1963M12,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,Freely_falling,FRF,Freely_falling,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1964M1,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,USD,FRF,Freely_falling,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1964M2,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,USD,FRF,Freely_falling,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1964M3,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,USD,FRF,Freely_falling,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
1964M4,INR,RUB,FRF,FRF,PTE,GBP,GBP,USD,RUB,USD,GBP,DEM,RUB,GBP,GBP,GBP,GBP,RUB,DEM,GBP,FRF,GBP,INR,USD,n.a.,ZAR,Freely_falling,GBP,RUB,FRF,BEF,PTE,FRF,FRF,USD,FRF,FRF,Freely_falling,USD,USD,FRF,Freely_falling,FRF,USD,FRF,n.a.,USD,GBP,RUB,DEM,USD,GBP,USD,USD,USD,USD,ESP,USD,RUB,USD,GBP,USD,USD,FRF,GBP,RUB,USD,GBP,USD,GBP,USD,USD,PTE,GBP,USD,USD,GBP,DEM,USD,GBP,USD,USD,GBP,GBP,GBP,USD,GBP,USD,GBP,RUB,GBP,n.a.,USD,GBP,RUB,USD,RUB,USD,ZAR,USD,GBP,CHF,RUB,DEM,PTE,n.a.,FRF,GBP,GBP,GBP,USD,GBP,USD,FRF,GBP,USD,USD,RUB,FRF,RUB,GBP,FRF,PTE,GBP,ZAR,AUD,INR,USD,GBP,USD,FRF,GBP,USD,INR,GBP,USD,USD,AUD,USD,USD,USD,RUB,USD,GBP,RUB,RUB,BEF,NZD,ITL,PTE,USD,FRF,n.a.,GBP,GBP,GBP,RUB,n.a.,AUD,USD,GBP,USD,GBP,GBP,GBP,GBP,GBP,USD,ZAR,USD,USD,USD,RUB,GBP,USD,FRF,AUD,GBP,FRF,USD,RUB,GBP,GBP,RUB,INR,USD,USD,Freely_falling,RUB,FRF,USD,USD,n.a.,GBP,GBP,RUB,RUB,RUB,,,,,,,,,,,,,,,,,,,,,
